career_label,skills,experience_years,education_level
data engineer,"excel, management, aws, azure",0,foundation
ui designer,java,0,foundation
software engineer,"python, java, communication, management",0,foundation
product manager,"excel, communication, management, project management",0,foundation
software engineer,"python, java, sql, excel, machine learning, management",0,degree
product manager,"excel, communication, management, project management",0,foundation
data engineer,"sql, excel, management, aws, azure",0,master
product manager,"excel, communication, management",0,foundation
software engineer,"python, java, sql, excel, machine learning, management",0,foundation
data engineer,"python, java, sql, data analysis, management, aws, azure",0,foundation
product manager,"excel, communication, management, project management",0,foundation
ui designer,"java, excel",0,foundation
data engineer,"excel, data analysis, aws, azure",0,foundation
data analyst,"sql, excel, data analysis, statistics",3,foundation
data analyst,"python, sql, excel, machine learning, data analysis, statistics, communication, management",0,foundation
data engineer,"excel, aws, azure",0,foundation
data engineer,"python, java, sql, excel, communication, aws, azure",0,foundation
data engineer,"aws, azure",0,foundation
ui designer,"java, excel, communication",0,foundation
ui designer,"java, excel",0,foundation
data engineer,"sql, data analysis, aws, azure",0,foundation
ui designer,"java, excel",0,unknown
product manager,"excel, communication, management, project management",0,foundation
data analyst,"python, sql, excel, machine learning, statistics",0,unknown
data scientist,"python, sql, excel, machine learning, statistics, tensorflow",0,unknown
software engineer,"python, java, excel, management, project management, aws, azure",0,unknown
software engineer,"python, java, sql, excel, machine learning, management, aws",0,foundation
product manager,"excel, machine learning, communication, management, project management",0,foundation
data scientist,"python, sql, excel, machine learning, deep learning, statistics, tensorflow, pytorch",0,foundation
data scientist,"python, sql, excel, machine learning, statistics, tensorflow, pytorch",0,foundation
data analyst,"sql, excel, data analysis, statistics",0,foundation
software engineer,"python, java, sql, excel, machine learning, management",0,foundation
data analyst,"python, sql, excel, machine learning, deep learning, data analysis, statistics, communication",0,foundation
data analyst,"python, sql, excel, machine learning, data analysis, statistics",0,foundation
data analyst,"sql, excel, machine learning, data analysis, statistics",0,foundation
software engineer,"python, java, sql, excel, management, aws, azure, docker",0,foundation
ui designer,"java, excel, communication",0,foundation
product manager,"excel, data analysis, communication, management, project management",0,foundation
ui designer,"java, excel, management",0,foundation
product manager,"excel, communication, management, project management",0,degree
product manager,"data analysis, communication, management, project management",0,unknown
ui designer,"java, excel",0,foundation
software engineer,"python, java, management",0,foundation
product manager,"data analysis, communication, management, project management",0,unknown
ui designer,"java, excel",0,foundation
data analyst,"sql, excel, data analysis, statistics, communication, management",0,degree
data scientist,"python, sql, machine learning, deep learning, statistics, tensorflow, pytorch",0,foundation
data scientist,"python, sql, machine learning, statistics, docker, tensorflow, pytorch",0,foundation
data analyst,"sql, excel, machine learning, data analysis, statistics, management",0,unknown
ui designer,"java, excel",0,foundation
data scientist,"python, excel, machine learning, data analysis, statistics, communication, tensorflow, pytorch",0,foundation
data analyst,"sql, excel, machine learning, data analysis, statistics",0,foundation
product manager,"excel, communication, management, project management",0,foundation
data scientist,"python, sql, excel, machine learning, data analysis, statistics",0,foundation
software engineer,"python, java, sql, excel, management",0,foundation
data engineer,"sql, excel, aws, azure",0,foundation
data scientist,"python, sql, machine learning, statistics, communication, management, project management, docker, tensorflow",0,foundation
ui designer,"java, excel",0,foundation
software engineer,"python, java, excel, management",0,unknown
product manager,"excel, communication, management, project management",0,foundation
data scientist,"python, sql, excel, machine learning, data analysis, statistics, communication, management",0,unknown
data engineer,"sql, excel, aws, azure",0,foundation
product manager,"excel, communication, management, project management",0,foundation
data analyst,"sql, excel, machine learning, data analysis, statistics",0,foundation
data engineer,"sql, machine learning, aws, azure",0,unknown
data analyst,"sql, excel, machine learning, data analysis, statistics, communication, management",0,unknown
product manager,"excel, communication, management, project management",0,unknown
data analyst,"sql, excel, data analysis, statistics, management",0,foundation
software engineer,"java, management",0,foundation
product manager,"excel, data analysis, communication, management, project management",0,unknown
